2026-02-01 00:00:31 | ERROR | db | Service dependency not responding dependency=redis (env=prod, region=ap-southeast-1, ip=144.47.20.179, request_id=tvmyjsy2wlde7498, trace_id=uzq76ecnajo7un2vwr082o3b, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:00:51 | INFO | db | Cache miss key=cart:5815 (env=dev, region=eu-west-1, ip=66.125.238.138, request_id=5hcfg6uixb91lpvz, trace_id=k0xkmteqtcebn7xedqlnz9u7, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:02:01 | INFO | db | File uploaded id=file_qnyha2ttau bytes=1878125 (env=prod, region=eu-west-1, ip=94.181.138.121, request_id=7w2krzck323hwc1h, trace_id=mig6vnr8oo68va2x2swy5u3o, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:02:07 | INFO | db | Cache hit key=inv:SKU16137 ttl_s=2855 (env=dev, region=eu-west-1, ip=84.72.186.34, request_id=vhcyrkfyyo3d2zq7, trace_id=jr92ks1uhsmwo3c7yg485aye, ua="PostmanRuntime/7.36.0")
2026-02-01 06:02:15 | INFO | db | Metrics pushed cpu=95% mem=57% (env=prod, region=us-east-1, ip=62.37.192.120, request_id=vq5yrvgx3ta7ev6a, trace_id=7gajgyqzutozygkyauipct25, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:02:38 | ERROR | db | Payment gateway returned 401 provider=paypal (env=staging, region=eu-west-1, ip=23.216.153.206, request_id=16f0v5h97y361vz9, trace_id=hb5simjjesbi4dd88s48s27a, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:02:50 | INFO | db | Cache miss key=sess:7462 (env=dev, region=us-east-1, ip=235.238.185.25, request_id=ybmqxarynd4mn7ra, trace_id=lp8u0idmtalyi6fexwmkir22, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:03:02 | INFO | db | GET /payments/refund 429 (2913ms) (env=prod, region=eu-west-1, ip=141.100.76.161, request_id=x28zrx5dbw5av3gs, trace_id=yselk97feimovn9gy85z4kcq, ua="PostmanRuntime/7.36.0")
2026-02-01 06:03:51 | INFO | db | Job completed successfully: job=invoice-run duration_ms=2552 (env=dev, region=us-east-1, ip=159.98.234.214, request_id=qd9vzl5lmqow1at5, trace_id=45gaqu60jurzpj7kwj2bnou8, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:04:03 | INFO | db | POST /orders 409 (1652ms) (env=staging, region=ap-southeast-1, ip=155.67.159.37, request_id=1uze6urr7jrcx7f8, trace_id=0seepjs744p5a7qsfl93fm5r, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:04:14 | INFO | db | Job completed successfully: job=cleanup-sessions duration_ms=410 (env=prod, region=me-south-1, ip=17.136.239.208, request_id=par1c14op96ytisc, trace_id=cdd8artu5qtlhyfl86tczso8, ua="curl/8.4.0")
2026-02-01 06:04:45 | INFO | db | User logout success user_id=1547 (env=prod, region=us-east-1, ip=105.240.195.150, request_id=zoy7e62enrr412uy, trace_id=9ex0koxporyrwqljrxp9ch4y, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:05:26 | INFO | db | Cache miss key=cart:8550 (env=staging, region=us-east-1, ip=249.172.159.116, request_id=pcs2hqzrxtx401l2, trace_id=bn5ci7m64smm65zyjobqy6g3, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:05:33 | INFO | db | Metrics pushed cpu=60% mem=34% (env=prod, region=me-south-1, ip=80.42.95.11, request_id=0f1i81zbpbjp9777, trace_id=5yjalpndr1zk119vlnovn71x, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:05:37 | INFO | db | File uploaded id=file_rt4l1v2wn2 bytes=4988246 (env=staging, region=ap-southeast-1, ip=107.161.162.97, request_id=owzc7b1c7prps8ro, trace_id=ohkapecxd3ruiloy4incad50, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:05:57 | INFO | db | Token refreshed user_id=7306 (env=prod, region=us-east-1, ip=252.210.161.228, request_id=yxohiayt1lz7svzl, trace_id=bubd2um4f7qlv9au2141yg8t, ua="PostmanRuntime/7.36.0")
2026-02-01 06:06:08 | INFO | db | File uploaded id=file_ytfk416q16 bytes=4376914 (env=staging, region=me-south-1, ip=30.8.40.98, request_id=712jateb7bufozw0, trace_id=y6liy73bm1kaloyjzlk2a9et, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:06:38 | INFO | db | Batch processed records=4714 duration_ms=1869 (env=staging, region=me-south-1, ip=61.152.153.121, request_id=skwupqs20m3v8o47, trace_id=s2dp5f2nq04vweq8hls9eyku, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:07:07 | WARN | db | Queue backlog growing size=5103 (env=prod, region=ap-southeast-1, ip=38.90.31.125, request_id=qqfs9r1t0uhwxkgu, trace_id=i8xaqw8w6a5rux2g89b82447, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:07:13 | INFO | db | Token refreshed user_id=7643 (env=prod, region=ap-southeast-1, ip=80.117.126.116, request_id=5e90swx6e9vk8nq0, trace_id=1qxy082p4pc2k7r9f4uu6btp, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:07:16 | WARN | db | Payment provider latency high (1791ms) (env=dev, region=me-south-1, ip=222.76.11.247, request_id=74pa81xtlepqm3f1, trace_id=zr710a1zk1sig2lmluog5igc, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:07:33 | INFO | db | Token refreshed user_id=3707 (env=prod, region=us-east-1, ip=6.60.91.117, request_id=0oseocv5wfhvgwll, trace_id=w3l627k5wcsfhdybzd73xo7u, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:07:45 | INFO | db | File uploaded id=file_486vfbmytp bytes=955555 (env=dev, region=us-east-1, ip=192.177.21.104, request_id=twks3y77sdzidq9h, trace_id=sj9d31o65n699ke53h34kfl1, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:07:51 | INFO | db | Metrics pushed cpu=53% mem=85% (env=dev, region=me-south-1, ip=138.34.20.145, request_id=ck79k2905tcgpkxb, trace_id=904bl3xlopp79fysv2qq7igu, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:08:04 | INFO | db | User login success user_id=5575 (env=prod, region=eu-west-1, ip=106.197.168.224, request_id=pdptwpjjbztjfgy5, trace_id=99m1y9kd4s37xfukxpyo0a13, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:08:24 | INFO | db | Batch processed records=2191 duration_ms=1269 (env=prod, region=us-east-1, ip=131.134.73.99, request_id=38xjrzcf3r2g9zpp, trace_id=nczrseu1hflgktclx09uo79x, ua="PostmanRuntime/7.36.0")
2026-02-01 06:09:43 | INFO | db | File uploaded id=file_ghn3ymg416 bytes=9560541 (env=prod, region=eu-west-1, ip=78.195.160.205, request_id=puujsnya1jc0x3uy, trace_id=fwdamy8n97owbeyyb5b291fs, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:09:59 | INFO | db | Cache miss key=rate:148.32.90.182 (env=staging, region=us-east-1, ip=148.32.90.182, request_id=6ne3lqe9447ex2jk, trace_id=ydome433ten8xeg5qybvgx9x, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:10:32 | WARN | db | Circuit breaker half-open dependency=email-smtp (env=dev, region=us-east-1, ip=64.125.83.46, request_id=bfuxz0fpgpf5hcq5, trace_id=bk0z40zv3j0xlg9hxm381yjw, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:10:47 | INFO | db | Metrics pushed cpu=49% mem=45% (env=prod, region=ap-southeast-1, ip=113.170.223.140, request_id=wh5nkikl8g5zajx9, trace_id=4c99a9j1fgbpyjtbdpf0hzyk, ua="PostmanRuntime/7.36.0")
2026-02-01 06:10:53 | ERROR | db | Upstream service unavailable dependency=payments-api (env=dev, region=eu-west-1, ip=215.180.53.3, request_id=soktc66iyzs3t35s, trace_id=mvandj1fb3idf8q7sfe2qa0z, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:10:59 | INFO | db | PATCH /orders 204 (3046ms) (env=prod, region=ap-southeast-1, ip=82.134.50.24, request_id=rw66v70f6ez79xcy, trace_id=6el4jbkwlmk6aj184h65hlce, ua="curl/8.4.0")
2026-02-01 06:11:07 | INFO | db | Cache hit key=sess:2381 ttl_s=2896 (env=prod, region=eu-west-1, ip=181.239.209.55, request_id=gzsvdoofldvtsbdi, trace_id=wxd9ckhjpylqeenl4qp7my51, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:11:17 | INFO | db | Job completed successfully: job=rebuild-index duration_ms=3332 (env=dev, region=ap-southeast-1, ip=58.41.246.233, request_id=fk8pogmlnvbjq1ux, trace_id=16mpn5ocrsxbwu4ozazf95bi, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:11:58 | INFO | db | Cache miss key=user:9094 (env=prod, region=ap-southeast-1, ip=98.98.247.145, request_id=p8hntsj27ibfihpz, trace_id=9sfzx5htqj1dokemaxpc2me8, ua="PostmanRuntime/7.36.0")
2026-02-01 06:12:19 | INFO | db | User login success user_id=3906 (env=prod, region=us-east-1, ip=95.1.10.220, request_id=buti9zjdm035fz6x, trace_id=hr2zz3wj6px0iuczfo9w78w8, ua="PostmanRuntime/7.36.0")
2026-02-01 06:12:38 | INFO | db | User logout success user_id=5401 (env=prod, region=ap-southeast-1, ip=64.200.230.156, request_id=1slz6l9wzifz0cf4, trace_id=vycalu3ylqkquc6c8my824oh, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:12:48 | INFO | db | Token refreshed user_id=6912 (env=prod, region=me-south-1, ip=114.123.193.67, request_id=llwq525cxoh0s4y7, trace_id=sdnzx8nr3ckmqfrdk9u1ybzg, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:13:08 | INFO | db | File uploaded id=file_or06t8okjx bytes=5520927 (env=prod, region=us-east-1, ip=99.216.160.162, request_id=3e11r2fbwmxtxczi, trace_id=ytdy319a6me8evdwj44w8ka3, ua="PostmanRuntime/7.36.0")
2026-02-01 06:13:22 | INFO | db | User login success user_id=8053 (env=prod, region=me-south-1, ip=207.187.160.20, request_id=gstb1fzcmz3n8y3d, trace_id=0nyk7hkso8i6j2x4xuyll9t4, ua="PostmanRuntime/7.36.0")
2026-02-01 06:13:34 | INFO | db | PATCH /search?q=book 409 (799ms) (env=prod, region=me-south-1, ip=205.151.79.73, request_id=7ouvordmguljpnde, trace_id=v2t9l65ber6yekq13qpq9tbs, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:13:35 | INFO | db | Batch processed records=350 duration_ms=3318 (env=prod, region=me-south-1, ip=73.142.130.153, request_id=dn5lirhg92s1557y, trace_id=p0w8wzwuiurua1fs8itqxm2d, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:13:41 | WARN | db | Payment provider latency high (1316ms) (env=staging, region=me-south-1, ip=113.40.98.144, request_id=ezvhmpcx040v49wt, trace_id=tkvyinlhm9joref0vmou7ipt, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:13:57 | INFO | db | Batch processed records=2010 duration_ms=1479 (env=dev, region=me-south-1, ip=230.181.140.31, request_id=9l3i3hnfxhjwqgrf, trace_id=f49iruncrus1foey6mih2smj, ua="PostmanRuntime/7.36.0")
2026-02-01 06:14:04 | INFO | db | Metrics pushed cpu=7% mem=62% (env=prod, region=ap-southeast-1, ip=232.28.128.115, request_id=dtbzqsec4lr2k0fa, trace_id=cdo7plrn2qirunfgje1of8mi, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:14:10 | ERROR | db | Payment gateway returned 401 provider=adyen (env=prod, region=us-east-1, ip=114.202.156.6, request_id=9q9adru7v98u8d6h, trace_id=qbofz45dif3s45hzir9e8d83, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:14:19 | INFO | db | Cache miss key=sess:1214 (env=dev, region=us-east-1, ip=27.178.227.254, request_id=m2jzaz41ah41m74p, trace_id=0goe4jcs1oyi76zhhlfnz2ml, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:14:48 | INFO | db | Cache hit key=rate:11.91.249.99 ttl_s=2625 (env=prod, region=us-east-1, ip=11.91.249.99, request_id=l8qam7nn3xgmtaoz, trace_id=e4v8j7knu3yvormcsl7fz15r, ua="PostmanRuntime/7.36.0")
2026-02-01 06:15:00 | INFO | db | User logout success user_id=2803 (env=staging, region=eu-west-1, ip=131.193.17.201, request_id=aghshunchbp9ydmb, trace_id=9qm27uq0cmu6tfu4f93g1urk, ua="curl/8.4.0")
2026-02-01 06:15:12 | INFO | db | Batch processed records=960 duration_ms=878 (env=staging, region=eu-west-1, ip=172.65.65.194, request_id=e9nb9jpma2cqf0n9, trace_id=cjvluun7mo2nsy1zmyl16714, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:15:32 | INFO | db | Metrics pushed cpu=81% mem=86% (env=dev, region=us-east-1, ip=181.105.236.61, request_id=1tjcfyg6jrsbbr0l, trace_id=zb6omhaqf4zo7hgp9ephpjzu, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:15:50 | INFO | db | Job completed successfully: job=send-digests duration_ms=1068 (env=prod, region=me-south-1, ip=87.31.212.86, request_id=69piq8x7jy5ggp12, trace_id=bz9vtrkclc8329z1tznat22c, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:16:30 | INFO | db | Token refreshed user_id=8615 (env=staging, region=me-south-1, ip=77.87.230.84, request_id=au1j1x1uzjda75al, trace_id=9ma5c7b02q3lkg39pvnobb80, ua="curl/8.4.0")
2026-02-01 06:17:16 | INFO | db | Cache hit key=rate:179.76.102.174 ttl_s=1595 (env=prod, region=me-south-1, ip=179.76.102.174, request_id=475t6kp1pvh7wl9d, trace_id=a6dz2pz7v783x0tqtbbq2mez, ua="PostmanRuntime/7.36.0")
2026-02-01 06:17:36 | INFO | db | File uploaded id=file_zshlk105fm bytes=466838 (env=prod, region=ap-southeast-1, ip=174.66.192.22, request_id=yfymuzyei25f6d1b, trace_id=786ydwuvglouml0pj8fiie9h, ua="PostmanRuntime/7.36.0")
2026-02-01 06:17:49 | ERROR | db | DB timeout while fetching user profile user_id=5112 (env=staging, region=us-east-1, ip=254.195.95.53, request_id=gh5c3zmvdmh1naui, trace_id=emrc7h3evdi6et1z1n8bvpgw, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:17:58 | INFO | db | User logout success user_id=5553 (env=staging, region=me-south-1, ip=47.88.180.202, request_id=7lya40hdmotf11d7, trace_id=xxz1hdovxoxglze8temrkh8y, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:18:00 | WARN | db | Rate limit nearing threshold remaining=7 (env=dev, region=eu-west-1, ip=142.19.96.149, request_id=d4cb0p144aefhwvp, trace_id=07q3h17gnrbfydkyw73y5msz, ua="curl/8.4.0")
2026-02-01 06:18:09 | INFO | db | Token refreshed user_id=7672 (env=prod, region=me-south-1, ip=239.144.186.51, request_id=1lqa3pzsucv7zun6, trace_id=i2jgdmhmeeaanxinjyp3durk, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:18:14 | INFO | db | Token refreshed user_id=6622 (env=prod, region=me-south-1, ip=208.132.243.46, request_id=41lzenbwwgrrglig, trace_id=7vcdm59ftmvm1lvyhxkx25ep, ua="PostmanRuntime/7.36.0")
2026-02-01 06:18:24 | ERROR | db | Worker crashed: out of memory rss_mb=7263 (env=prod, region=us-east-1, ip=224.228.173.87, request_id=rc468gmz3flurage, trace_id=lc7p4fcit2iu6oyatwyjaywr, ua="curl/8.4.0")
2026-02-01 06:18:42 | ERROR | db | Service dependency not responding dependency=orders-api (env=prod, region=us-east-1, ip=153.61.3.137, request_id=v8tuzym1tadslgy8, trace_id=4rwjc7xw65yyo24oyrirql8o, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:18:47 | INFO | db | Config loaded version=4.10.18 (env=prod, region=us-east-1, ip=68.252.189.146, request_id=8j6a9hm38pswfir7, trace_id=u3cjqaugrndawo14pd5cynig, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:19:06 | INFO | db | Metrics pushed cpu=80% mem=92% (env=prod, region=eu-west-1, ip=77.118.90.197, request_id=zj8ncd5bwyufrwca, trace_id=5qfy0ggsllfbuxgwx0cnhddv, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:19:10 | INFO | db | Cache hit key=user:3077 ttl_s=2291 (env=prod, region=me-south-1, ip=204.140.127.158, request_id=dge7cz7y7nmi1k92, trace_id=em9vv2dzsmfip8ucfif1ql4x, ua="curl/8.4.0")
2026-02-01 06:19:36 | INFO | db | Metrics pushed cpu=49% mem=64% (env=prod, region=eu-west-1, ip=83.236.129.58, request_id=dlryt5oaqzgowfut, trace_id=1br5kdptffjsg1p821iby6mj, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:19:59 | ERROR | db | Authentication failed due to invalid token user_id=7231 (env=prod, region=eu-west-1, ip=229.140.8.72, request_id=44xulr88k4ddj0jj, trace_id=uctmgou1am500lx5oull58ks, ua="curl/8.4.0")
2026-02-01 06:20:16 | INFO | db | Cache miss key=user:9628 (env=prod, region=me-south-1, ip=51.223.252.220, request_id=upklfaidqp0pkmwr, trace_id=onh5t2y8uixnhqv41zisr5kd, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:20:57 | INFO | db | Metrics pushed cpu=37% mem=79% (env=prod, region=me-south-1, ip=10.22.50.207, request_id=iahhi90p1gg4hp3s, trace_id=8wx5qwyq6095q7xyi0igerkf, ua="PostmanRuntime/7.36.0")
2026-02-01 06:21:00 | INFO | db | Metrics pushed cpu=11% mem=90% (env=prod, region=ap-southeast-1, ip=191.9.101.227, request_id=am7qx028ioo6w5oy, trace_id=xot7dnwy9na15b3tdsv1hikf, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:21:09 | INFO | db | Config loaded version=5.16.36 (env=prod, region=ap-southeast-1, ip=249.30.66.50, request_id=6jd0i6ks5gtbjlbn, trace_id=o7pqn48vonqx89i7dv0469yc, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:21:15 | INFO | db | User logout success user_id=9805 (env=prod, region=us-east-1, ip=29.220.216.38, request_id=e7le29l52qn93v2e, trace_id=9ke6dbcqap36rn4bfzeowa6r, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:21:31 | INFO | db | Cache hit key=user:4264 ttl_s=188 (env=prod, region=ap-southeast-1, ip=230.251.116.243, request_id=fl6dwkvz45au998g, trace_id=zfaeyxiq5l4ktxbragmlgfyu, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:21:54 | INFO | db | User login success user_id=7341 (env=staging, region=ap-southeast-1, ip=173.111.155.199, request_id=ncj8aghzvlc3bi68, trace_id=wl0mg6eksf9gxc1d7bys1xxq, ua="curl/8.4.0")
2026-02-01 06:22:48 | WARN | db | Slow response detected (2366ms) endpoint=/payments/charge (env=prod, region=us-east-1, ip=113.22.253.144, request_id=54ghwnq9wkioh1hz, trace_id=93t6u4uvjnuak95o6ncofzce, ua="PostmanRuntime/7.36.0")
2026-02-01 06:22:50 | INFO | db | User logout success user_id=2875 (env=staging, region=ap-southeast-1, ip=236.80.192.238, request_id=hak846blzj8ok2kx, trace_id=k7m3brqyb92j7pqfgn3y4jm7, ua="curl/8.4.0")
2026-02-01 06:22:56 | INFO | db | Cache miss key=cart:8434 (env=prod, region=us-east-1, ip=122.82.202.240, request_id=p77yjgr437oogdw6, trace_id=6j0hyi1c6y4fqeib1xzxvghf, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:23:14 | INFO | db | Token refreshed user_id=3549 (env=prod, region=ap-southeast-1, ip=109.176.179.11, request_id=i7v2npcdftimp2vc, trace_id=gmqrn7qg9xezvo8nvojs6ja7, ua="curl/8.4.0")
2026-02-01 06:23:21 | INFO | db | Cache miss key=user:5720 (env=prod, region=eu-west-1, ip=23.52.32.113, request_id=vd3ogdka1t9qnf5z, trace_id=i23ho9ug59wozq8vy5dn165l, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:23:26 | INFO | db | File uploaded id=file_7fjz7rtaeg bytes=7318239 (env=prod, region=eu-west-1, ip=168.44.45.116, request_id=scg7z0399qjbe0zc, trace_id=h0f2cfsujrq3dyuecemnb0ms, ua="PostmanRuntime/7.36.0")
2026-02-01 06:23:32 | WARN | db | Circuit breaker half-open dependency=kms (env=prod, region=us-east-1, ip=4.247.141.69, request_id=d1qxfu6euk4uyg58, trace_id=lzz7tapi3x0e9uowg9rqtrpz, ua="PostmanRuntime/7.36.0")
2026-02-01 06:23:33 | WARN | db | Retrying request to upstream service attempt=3 (env=prod, region=eu-west-1, ip=19.251.170.19, request_id=v7jd9vkjzetztj4e, trace_id=61uy1p5wjq2dzzv4pegw9a8q, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:23:51 | INFO | db | User login success user_id=8955 (env=prod, region=eu-west-1, ip=40.7.125.136, request_id=3w0vm48cyvcvs8nl, trace_id=tjuhujtnlziqdcllpfx5rgnm, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:24:30 | INFO | db | Config loaded version=2.19.42 (env=prod, region=us-east-1, ip=170.7.12.223, request_id=l8u3i0w6t5u3x8i4, trace_id=atln4cspv9ltvlhezew9zdax, ua="curl/8.4.0")
2026-02-01 06:24:53 | INFO | db | Batch processed records=4852 duration_ms=325 (env=prod, region=ap-southeast-1, ip=186.180.103.8, request_id=o3mhvbgkfde7hw6l, trace_id=88bh7ofq2wmtat1tgjqjat8z, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:25:27 | INFO | db | File uploaded id=file_o7s6v5qum4 bytes=7591226 (env=prod, region=us-east-1, ip=130.64.89.103, request_id=ml0zhpsbqk9rn3o5, trace_id=uon8hmja2hi7yez68sunivcf, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:25:45 | WARN | db | Temporary network jitter detected rtt_ms=482 (env=staging, region=ap-southeast-1, ip=14.62.98.156, request_id=ayk35btfu3ydtfqz, trace_id=atdt5owi7rpc2xpczpbtor06, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:26:12 | INFO | db | Cache hit key=inv:SKU64299 ttl_s=2338 (env=staging, region=me-south-1, ip=6.30.70.139, request_id=hamygxrfcsazb7mt, trace_id=7ki21yble81sp2i4rgilaeff, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:26:15 | INFO | db | User logout success user_id=8322 (env=dev, region=me-south-1, ip=149.251.129.89, request_id=keq0deoy54vx683k, trace_id=b5m336izibfgwuwyo1h7944i, ua="PostmanRuntime/7.36.0")
2026-02-01 06:26:40 | INFO | db | User logout success user_id=8331 (env=staging, region=me-south-1, ip=5.243.29.241, request_id=ooo2oc7bzo1tia1e, trace_id=hfyul6f8s7ipwxwkypj30r0j, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:26:49 | INFO | db | User logout success user_id=5149 (env=prod, region=me-south-1, ip=68.134.148.44, request_id=psggwsxayly89w4t, trace_id=425ey4w0h4yszrtkdvlz2ijr, ua="PostmanRuntime/7.36.0")
2026-02-01 06:27:08 | INFO | db | Token refreshed user_id=3889 (env=staging, region=ap-southeast-1, ip=200.201.1.70, request_id=g6jtapl5vgmbgyyn, trace_id=wtpvtplf7792rsg98t6e9607, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:27:35 | INFO | db | Cache hit key=sess:4971 ttl_s=3417 (env=prod, region=me-south-1, ip=8.7.197.49, request_id=x0mjr9ooeoizcbga, trace_id=6x7ssz5hgbqyeb6v1ta2cikt, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:27:44 | INFO | db | Cache hit key=sess:4839 ttl_s=343 (env=dev, region=me-south-1, ip=233.134.250.69, request_id=i2fw9ih7ma1poc86, trace_id=q17qvdl8ggru4us2x5r3x4h7, ua="PostmanRuntime/7.36.0")
2026-02-01 06:27:50 | INFO | db | Token refreshed user_id=8468 (env=prod, region=me-south-1, ip=199.241.20.11, request_id=v33ehfa627v5jbwh, trace_id=6yvukjkcgdrefu6057y59nnu, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:27:53 | INFO | db | Metrics pushed cpu=5% mem=25% (env=prod, region=eu-west-1, ip=42.14.23.100, request_id=7yv08dz4c3476sp4, trace_id=5pamh5d7h2bgcp82wk2yjlyx, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:28:23 | INFO | db | Config loaded version=4.7.22 (env=prod, region=us-east-1, ip=71.158.78.191, request_id=0arw8nncvxwdieux, trace_id=dkwyjarpb5y51n5h4gqq33jj, ua="curl/8.4.0")
2026-02-01 06:28:31 | INFO | db | Token refreshed user_id=3848 (env=dev, region=us-east-1, ip=181.199.135.80, request_id=jtwc1uihb884zami, trace_id=o84i69b1jkrk32jrdki08ida, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:28:39 | INFO | db | Token refreshed user_id=7513 (env=prod, region=ap-southeast-1, ip=165.24.61.239, request_id=klmudfgerfr6bjdd, trace_id=yt5t7q4tgvtcj03zjiyux3ml, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:29:03 | INFO | db | Metrics pushed cpu=20% mem=30% (env=prod, region=us-east-1, ip=243.196.49.19, request_id=idttksr1c0cyj6pd, trace_id=eu6clv77s6m4m0vmjxex9y77, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:29:38 | INFO | db | User logout success user_id=5124 (env=prod, region=us-east-1, ip=18.152.39.27, request_id=utp91twixpu87iki, trace_id=99aozpb20zvp8306tnpxpqs8, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:29:40 | INFO | db | Token refreshed user_id=7428 (env=prod, region=ap-southeast-1, ip=159.188.223.8, request_id=dujff12c2g48xe70, trace_id=ogzi4vd15x8w8te7l3997c28, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
